出表日期,報告年度,公司代號,公司名稱,範疇一排放量(噸CO2e),範疇一資料邊界,範疇一取得驗證,範疇二排放量(噸CO2e),範疇二資料邊界,範疇二取得驗證,範疇三排放量(噸CO2e),範疇三資料邊界,範疇三取得驗證,溫室氣體排放密集度(噸CO2e/單位),溫室氣體排放密集度單位,溫室氣體管理之策略、方法、目標
1111005,110,2038,海光,59184.9472,僅母公司,ISO 14064,134097.8544,僅母公司,ISO 14064,,,N,0.4590,產品,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
我們深知地球的氣候與環境，正遭受溫室氣體倍增的影響逐漸惡化中，在整個地球村中，做為地球
公民的一份子，為了留給下一代子孫美好的生存環境及善盡企業對環境之責任，本公司將努力完成
以下事項：
1.致力於本公司溫室氣體盤查。
2.確實掌握公司溫室氣體之排放狀況。
3.提出溫室氣體減量的可行方案。
4.確實執行溫室氣體減量工作計畫。
(二)企業溫室氣體排放量減量目標
海光企業自102年起導入ISO14064 並開始進行廠內溫室氣體盤查及申報，歷年廢棄物處理及溫室氣
體排放均有大幅減少，在加上本公司於110年起50噸煉鋼廠精煉爐改為爐底出鋼方式後，排碳量更有
顯著降低；後續將持續改善從生產階段、運輸階段、產品廢棄後處理等所有過程對環境所造成的衝
擊，並且營運過程中落實節約用電，且配合台電「日減6時基準容量抑低措施」及「需量競價活動」
等政策調整用電時機，以便達成減少溫室氣體排放量、資源使用減量的目的，最終達成2050年淨零
之目標。
(三)企業溫室氣體排放量減量之預算與計畫
海光公司參考國內外淨零排碳技術，篩選出本公司可採納之節能減碳方案措施，並溫室氣體推動小
組進行評估，其減碳措施說明如下:
1.使用可替代原料
(1)使用生質燃料
目前兩廠區使用的移動車輛均使用柴油，後續在車輛汰換上可採用已生質燃料為主要發動燃料，可
大幅降低CO2 排放量。
2.尋找新能源
(1)使用再生能源
規劃在小港廠區屋頂設置6,793 m2 的太陽能板提供1.34 MW 綠電， 並於111年前完成設置，另評
估於嘉興廠屋頂設置10,000 m2 的太陽能板， 提供2.0 MW 綠電，降低範疇二 電力使用量，可大
幅度的增加減碳效益。
(2)使用電動車替代柴油車
評估廠區內的柴油車包括鏟裝車、堆高機、怪手等車輛汰換成電動車之可行性。
3.提高能源效率
(1)推動能源管理
導入電力智能控制系統，利用該系統監控及了解廠區的能源使用，並建立相關的能源政策及目標，
提高能源效率。
(2)製程調整
將製程中的精煉爐改裝成爐底出鋼，降低熱能源的損耗，大幅度的降低範疇二的碳排放量。
4.其他減碳措施
(1)採購綠色產品
本公司將優先綠色產品之設備及低碳原物料。
(2)碳權扣抵
配合未來政府碳費及碳權的管理，評估本項執行的可行性。
(四)企業產品或服務帶給客戶或消費者之減碳效果
本公司規劃淨零排碳策略上採取先緩後加速的減碳路徑，第一階段為2020~2030年；第二階段為
2030~2050年，為此檢視歷年的排放現況，評估減量趨勢及減碳潛力，並訂定各部門目標分配，各階
段說明如下：
1.第一階段(2020~2030年)
第一階段著重在改善製程排放及減少能源消耗，目標相對於基準年(94年)減碳達-60%，具體策略如
下：
(1)後續會導入電力智能控制系統， 可達到電力年減1%的效益，預估可減少127.7(千度/年)，預估
2050年可減少碳排量達1,912 ton-CO2，減碳效益1.7%。
(2)規劃在小港廠區屋頂設置的太陽能板可提供1,901KW 綠電，另評估於嘉興廠屋頂設提供3,736KW
綠電，降低範疇二 電力使用量，可大幅度的增加減碳效益。
2.第二階段路徑(2030~2050年)
第二階段配合綠能革新技術近一步減碳，以達淨零排碳目標，具體策略如下：
(1)製程中的精煉爐改裝成爐底出鋼，降低熱能源的損耗，約可減少21%的碳排放量為目標。
(2)替換廠內柴油運輸車輛改為電動車，可減少900 ton-CO2 /年，減碳效益估計約1%。
(3)剩餘不足處，加裝再生能源發電、購買綠色憑證碳權(碳交易)使用等，以達淨零排碳目標。
"
1111005,110,2049,上銀,10063.1760,涵蓋營運據點13廠區，100%營運控制權,ISO 14064,151143.6737,涵蓋營運據點13廠區，100%營運控制權,ISO 14064,84804.6282,涵蓋營運據點13廠區，100%營運控制權,ISO 14064,7.0072,百萬營業額,
1111005,110,2059,川湖,874.7400,母公司及子公司川益科技(股)公司兩個廠區,N,9598.9800,母公司及子公司川益科技(股)公司兩個廠區,N,,,N,0.0034,營業額,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
遵循公司ISO 14001環境政策：『減廢減費、珍惜資源、綠色產品、關
懷環境 』，努力貫徹執行本政策並教育同仁使其瞭解，持續推動節能
減碳相關計畫，採有效支持行動，以達成減量目標。
(二)企業溫室氣體排放量減量目標
111年度總溫室氣體總排放目標削減量205.258 (公噸CO2-e/年) ，目標削
減比率：1.52%。
(三)企業溫室氣體排放量減量之預算與計畫
本公司目前已完成及計畫中的溫室氣體減量相關方案如下：
110年已完成項目:
1.沖壓設備馬達更換為10hp變頻器, 共更換2台。
2.沖壓設備馬達更換為15hp變頻器, 共更換3台。
3.315T沖床設變為100hp變頻器。
4.製造1F成型課三區61組500W複金屬燈，汰換為80W LED天井燈。
5.400T冷卻水塔定期清洗，提高水塔散熱效果，縮短散熱風扇運轉時間。
6.塑膠射出成型區52組250W複金燈汰換為50組100W LED天井燈。
7.廠區道路20組250W複金屬澄汰換為12組100W LED燈。
8.P83 I線照明改善，P83 I線38組150W螺旋燈汰換為56組80W LED燈。
111年計畫改善項目:
1.成型課將沖壓設備馬達更換為變頻控制馬達，預計更換2台15hp馬達。
2.315T沖床設變為100hp變頻器。
3.電鍍B線更換2台1000A高效率整流器。
4.辦公棟3F T8傳統燈管20W*32組*4支汰換為T8 LED燈管18W*32組*2支。
5.廠區樓梯照明7處傳統T8燈管2尺20W汰換為高亮度LED燈管2尺10W。
6.第七套沖床連結馬達運轉模式修改，減少3小時空轉用電。
7.斜坡下機車停車場21盞40W T8照明長年開啟，汰換為LED天井燈60W
2盞，並加裝夜間定時開關。
8.UK產線250W複金屬燈汰換為80W LED天井燈。
(四)企業產品或服務帶給客戶或消費者之減碳效果
1.在產品研發方面：我們堅持以創新思維開發符合人性化、便利性、
安全性、易拆解的機構產品，致力研發綠色產品，從設計階段，即
考量「易回收、低污染、省資源、省能源」等環境化設計概念及選
用綠色材料以達成資源可回收並重複使用的目的，為全球有限的資
源貢獻一己之力。
2.在製程技術方面：我們不斷的研究與尋求更環保、無汙染與節能的
先進製程，持續導入清潔生產技術，將能（資）源充分有效利用
，落實工業減廢及污染預防，以善盡企業公民之責任。
"
1111005,110,2062,橋椿,800.6400,母公司,N,17114.1800,母公司,N,,,N,5.5000,產能,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
從源頭進行製程設計與管理，從設備進行運轉條件優化或更新，持續節能減碳，提高能源及水資源使用效率，持續改善並維持管理系統有效運作，降低氣候變遷造成缺電、缺水等可能的衝擊。
(二)企業溫室氣體排放量減量目標
(1)節約能源目標年度電力能源強度改善達1%以上
(2)製程用水全廠回收率應達目標≧77%
(三)企業溫室氣體排放量減量之預算與計畫
2021年度ISO 50001能源管理系統推行相關能源管理目標，其執行結果展現節能百分比約為2.31%，達成『經濟部能源局規範』之能源用戶其平均年節電率應達1%以上；於2022年度暫擬規劃照明設施等相關節能方案推動，持續性進行能源績效管理與監控。
(四)企業產品或服務帶給客戶或消費者之減碳效果
本公司秉持環保與生產平衡兼顧原則，將環境保護、節能減碳等理念融入營運思維；持續提升能源使用效率，導入設施監控管理系統(Facility Monitor and Control System)及ISO 50001能源管理系統，具體設定能耗減量管理目標。本公司承諾將與品牌客戶及策略供應商保持緊密合作，逐步達成製造過程皆能符合環境永續的基準。
"
1111005,110,2069,運錩,,,N,,,N,,,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
1.配合政府環保政策執行溫室氣體盤查。
2.設置太陽能能源。
3.廠房照明以增加屋頂採光設計來輔助減少燈具電力使用，並將高耗電之傳統燈具改為LED之省電燈具。
4.汰換效能不彰之設備。
(二)企業溫室氣體排放量減量目標
公司目前針對電能之減量來降低間接排放之溫室氣體數量。
(三)企業溫室氣體排放量減量之預算與計畫
1.生產程序之調整。
2.廠內節能措施進行。
3.電力照明之替代及管理。
4.馬達汰舊換新。
(四)企業產品或服務帶給客戶或消費者之減碳效果
1.高效能照明或LED照明以降低白天電能之耗用。
2.相關用電馬達汰舊換新時均使用高效率馬達以達節省能源之目的。
3.生產方面採調整生產程序以降低廢料產生。
4.使用汙染量較少的耗材及產品零組件，以降低對環境所造成的衝擊。
"
1111005,110,2101,南港,13208.8174,資料涵蓋範圍：新竹縣新豐鄉新興路399號,ISO 14064,27641.7264,資料涵蓋範圍：新竹縣新豐鄉新興路399號,ISO 14064,,,N,1.1930,產品,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
本公司溫室氣體排放屬於間接排放型態中電力使用所產生之二氧化碳排放佔65%，其餘主要來自燃料的排放。故在管理策略上，分成兩大方向
1.推動各項節能方案，以降低電力使用量與二氧化碳排放量。
(1)宣導員工養成隨手關燈、關閉電源之習慣
(2)定期檢查馬達、電盤等，避免過舊設備造成的電力損耗
2.在生產製程方面
(1)以天然氣鍋爐取代燃油鍋爐，使用更乾淨之能源。汰換老舊重油鍋爐為天然氣鍋爐
(2)開發節能輪胎，利用改變胎面膠料配方、胎體結構與胎面花紋設計等方式，來降低行駛時之滾動阻力，達到減少燃油消耗之目的，也間接減少溫室氣提排放量。
(3)2021年新增一款花紋輪胎(NA-1)獲得節能輪胎標誌授權使用證明。
(二)企業溫室氣體排放量減量目標
(1)規劃製程變更工程減少原燃物料使用量，亦可減少溫室氣體排放量。(預計年節電約840,000kw、減排約420公噸)。
(2)2022年能源績效指標降1%以上。
(三)企業溫室氣體排放量減量之預算與計畫
節能減碳：推動內部節能相關專案，如耗能設備汰舊更新、強化節能認知、持續推動全面再利用。
(四)企業產品或服務帶給客戶或消費者之減碳效果
企業商品屬終端產品，除了致力於生產過程中減少溫室氣體排放外，也納入綠色節能設計概念，以符合對環境、消費者之綠色承諾。
"
1111005,110,2102,泰豐,3166.7270,僅母公司,N,7672.9696,僅母公司,N,,,N,1.4700,每噸產品,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
本公司因應全球減能減碳趨勢，我們採取下列措施:
1.自我盤查溫室氣體,掌握排放狀況
2.持續進行改善,以減少能源消耗降低溫室氣體排放
(二)企業溫室氣體排放量減量目標
本公司能源以天然氣、柴油與外購電力為主，以2022年達到減碳1％為目標。
(三)企業溫室氣體排放量減量之預算與計畫
1.調整製程參數降低原物料之耗損。
2.持續查驗各品項製程材料重量是否在標準值內。
3.碳煙及藥品回收再利用。
4.使用輪胎回收材料，再生膠。
5.使用CV膠料，可減少素練避免不必要的電力浪費
(四)企業產品或服務帶給客戶或消費者之減碳效果
持續研發環保節能胎，減少環境負荷。
"
1111005,110,2103,台橡,115600.0000,合併財務報表之生產營運母子公司,ISO 14064,455597.0000,合併財務報表之生產營運母子公司,ISO 14064,,,N,1.0200,公噸產量,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
降低集團總碳排放量、增加再生能源使用、降低產品碳足跡、優化水資源利用等
(二)企業溫室氣體排放量減量目標
集團總碳排放量(範疇1及範疇2) 2030年較2021年減量22.5%
(三)企業溫室氣體排放量減量之預算與計畫
持續增加節能機器設備及再生能源設備，並積極採購再生能源
(四)企業產品或服務帶給客戶或消費者之減碳效果
1.新世代合成橡膠，依銷量貢獻，2023年減少環境約15萬公噸碳排放量、2025年減少環境約30萬公噸碳排放量
2.綠色發泡產品減少環境衝擊及具回收特性
3.應用於醫療、鞋材、塑料改質的特用苯乙烯嵌段共聚物（SBC），具可回收特性及減少醫療廢棄物
"
1111005,110,2104,國際中橡,250642.0000,國際中橡100%持有之子公司林園先進。,SGS驗證當中，待數據驗證結果出爐後再更新,7392.0000,國際中橡100%持有之子公司林園先進。,SGS驗證當中，待數據驗證結果出爐後再更新,,,N,2.4700,產品,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
本公司透過導入氣候相關風險與機會辨識機制，充分盤點及評估各項風險與機會議題對本公司營運造成的衝擊並進行管理。
溫室氣體管理之中長期策略，將透過開發新製程、採用天然氣取代油料、生質能運用、持續進行製程設備效能提升的評估，透過提升生產效率而減少
原物料使用。
(二)企業溫室氣體排放量減量目標
面對全球氣候變遷，國際中橡不斷加強氣候調適韌性，亦在減緩溫室氣體排放上持續努力。國際中橡每年實施溫室氣體盤查，並針對盤查結果擬定溫
室氣體管理政策，進而制定減量目標與減量措施。對此，我們訂定2030年林園先進廠溫室氣體排放強度較基準年2016年降低30%的長期減碳目標。
(三)企業溫室氣體排放量減量之預算與計畫
(1)利用產線上於熱鍋爐回收製程尾氣轉化成蒸氣進行發電，以減少外購電力需求
(2)提升操作良率及產率、降低次品廢料產出，提升資源使用率。
(3) 針對製程中高耗能設備進行維修或汰換，以提升用油效率。
(四)企業產品或服務帶給客戶或消費者之減碳效果
本公司推出綠色碳黑相關產品，其中「低滾動阻力高耐磨碳黑」為輪胎帶來降低滾動阻力以及提升耐磨性的優勢，其乘用車輪胎的滾動阻力降低達14%，
預計可降低汽車油耗2.8%-4.2%。以台灣乘用車運輸市場為例，若皆採用高活性技術生產之低滾阻高耐磨碳黑製造輪胎，將可減少台灣每年33萬公秉汽油
用量，並降低台灣每年79萬公噸的二氧化碳排放。
"
1111005,110,2105,正新,29883.3005,母公司,N,38436.7344,母公司,N,,,N,0.9946,產品,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
1.遵守各項工安環保法令規定及相關要求。
2.考量產品生命週期，自設計、原料、製造、貯存、運送、使用至廢棄各階段過程中，均致力於技術及方法持續改善，以降低對環境衝擊與安全提昇。
3.建立公司內、外健全的溝通管道並對承包商、協力廠宣導環保理念。
4.持續推動工業減廢、資源回收再利用及污染預防等相關工程。
5.持續推動環保教育，建立完整有效的環境管理系統。
6.本公司台灣地區經由第三方管理系統認證(財團法人金融工業研究發展中心)-2020年11月14日通過管理系統驗證ISO-14001:2015轉版換證，大陸廠區經由第三方管理系統認證(萬泰認證)-2020年12月2日通過ISO50001:2018能源管理系統換版認證。秉持「節約能源、資源回收、作業安全、污染預防」之理念推動，每年訂定節能、節水、減廢與省資源目標，並透過環安委員會定期檢視與追蹤管理，以有效提升整體環境績效。
(二)企業溫室氣體排放量減量目標
1.每年度配合能源局節電目標。
2.2022年公司目標為降低每噸輪胎製成耗能(天然氣、電)3%。
(三)企業溫室氣體排放量減量之預算與計畫
1.參與產業、工協會組織，與政府議和溫室氣體相關管制內容。
2.參與溫室氣體自願減量，持續強化設備效能。
3.進行溫室氣體盤查。
4.透過有效的環境管理系統之內部稽核方式，定期自我檢視污染預防情形與污染防治設備妥善率。
5.訂有環安衛相關法規鑑別管理規定，每月蒐集相關主管機關之法規更新逐一鑑別遵照施行。
6.每年進行一次法規符合性評估以符合法令規定。
(四)企業產品或服務帶給客戶或消費者之減碳效果
1.2021本公司總廠節能減碳績效為節省電力約4511.1722仟度，約等同2264.6噸CO2e。
2.本公司堅持專注於核心經營價值及新產品開發，並關注於環境保護與綠能產品研究，在與Degussa、ExxonMobil  等多家原材料供應商加強技術合作後，產品有了大幅度的精進，隨著時代的推衍和科技的進步，本公司產品目前以「耐磨節能」、「安全舒適」、「低滾動阻力」為主軸，減少車輛油耗空污所排放之二氧化碳。
3.AP3 SUV產品開發，驗證結果濕地剎車性能、乾地操控性能優於競品(235/60R18規格)
4.AP3產品開發，驗證結果乾、濕地操控安全優於競品(205/55R16規格)
"
1111005,110,2106,建大,21648.0000,台灣地區,N,27752.0000,台灣地區,N,,,N,1.0700,產品,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
1.為因應此一挑戰，成立「溫室氣體盤查推動專案小組」強力推動，未來再成立「節能減碳
及碳中和推動小組」主導全公司減碳因應方針及短、中、長期減碳策略。
2.我們的能源政策如下:
2.1推動符合國際標準之能源管理系統。
2.2遵守能源法規及其他節能要求。
2.3提供資訊與資源達成目標與能源標的。
2.4支持節能設計活動，推行採購節能商品。
2.5持續改進能源績效及能源管理系統。
依據上述政策精神，持續進行各項溫室氣體盤查及減量措施，並考量產品生命週期，自設
計、原料、製造、貯存、運送、使用至廢棄各階段過程中，均致力於技術及方法持續改善，
以降低對環境衝擊之影響。
在組織層面上：依據ISO14064-1進行溫室氣體盤查，在集團內部逐步建立排放數據資料庫，
鑑別分析所有減排計畫與目標。
(二)企業溫室氣體排放量減量目標
1.每年度配合能源局節電目標。
2.2022年低減目標:節電降低1%，溫室氣體排放放量密集度降低5%。
(三)企業溫室氣體排放量減量之預算與計畫
1.持續於製程中開發節能與提升效能之改善專案並執行。
2.持續推動清潔生產及ISO50001能源管理系統認證。
3.透過研發部門開發節能減碳新產品。
4.透過「溫室氣體盤查推動專案小組」參與跨部門合作，推動減少能源耗用，以減少溫室氣
體排放。
5.滾動式檢討減量方案，每年編列預算執行。
(四)企業產品或服務帶給客戶或消費者之減碳效果
1.持續推動綠色設計，將綠色設計結合於產品開發流程中，研發高效率、節能的產品，提供
給客戶，已開發產品中，包括有KR41、KR30及KR201X系列之部分規格。
2.作為一個負責任的企業，我們持續努力減少對環境可能產生的影響，透過各項自發性的行
動與改善專案，以提高能源使用效率，減少能源、紙張及水資源的耗用，共同落實對環境
友善的責任。
"
1111005,110,2107,厚生,,,N,,,N,,,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
對於目前碳排放量的數值，影響較大的為間接排放，也就是企業用電部分，導入能源管理系統(ISO 50001:2018)，減碳的成本也比較低。
1.能源管理系統 建置與實務：
2.能源管理系統 持續改善：
3.能源管理系統 標準的運作模式(PDCA)
4.成立能源管理組織：能源節省委員會
5.P(能源管理制度.能源審查)，D(設定目標，思考節能方向)，C(目標追蹤，定期檢討)，A(管理審查與未來目標設定)
(二)企業溫室氣體排放量減量目標
用電部分 設定減量目標
1.推動定期節能行動計畫與目標：
2.設定單位產品能耗目標
3.節能目標(如達成106-110年平均每年節電1.2%)
(三)企業溫室氣體排放量減量之預算與計畫
透過管理逐步減少工廠與辦公室用電：
1.工廠的一般馬達逐步汰換成變頻馬達，
2.工廠更換效率較好的冷卻用冰水機。
3.全工廠廠區蒸氣管與熱煤油管路，加強包覆隔熱材料，不讓熱量外洩。
4.全工廠廠氣壓管全面汰換(查漏)，汰換空壓機改為變頻省電，調降空壓機壓力到5kg/cm2，加裝卻水氣去除機。
5.工廠與辦公室採用高效率節能燈具
6.辦公室與工廠空調，改用變頻式主機，溫度設定27-28℃。
(四)企業產品或服務帶給客戶或消費者之減碳效果
強化與強調厚生產品製程上落實節能減碳規劃，分月分年逐步檢視與執行節能效果，產品原料上也採用環保與再生使用的設計，在不影響物性與化性的前提下，積極參與節能減碳的認證的評鑑，讓消費者使用安心，買厚生產品也是為環保盡一份心力。
"
1111005,110,2108,南帝,1308.4800,僅盤查母公司,ISO 14064,38006.6700,母公司,ISO 14064,,,N,,,
1111005,110,2109,華豐,,,N,,,N,,,N,0.0000,,
1111005,110,2114,鑫永銓,2390.5900,母公司,N,6036.9700,母公司,N,49620.2900,母公司,N,4.3504,營業額以百萬元為單位,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
本公司持續關注能源與環境議題，在能源與環境政策上持續推動除ISO 14000已取得認證外，已於111年啟動ISO 14064組織型溫室氣體盤查。並擬定能源與環境政策如下:
1.建立能源管理體系，建立監督、量測、分析、對策，持續改善管理之機制，。
2.持續關注與掌握國內外能源政策與溫室氣體減排之法規發展趨勢。
3.實施全員環保與能源教育，落實重視能資源觀念。
4.遵循能源與環保法令與規章。
5.設定與執行能源與環境目標與標的，以落實能源與環境政策。
6.持續節約能源並改善環境污染，減少廢棄物的產生。
7.評估使用低碳能源與低污染性原物料、設備與製程，力行節約能源與回收減廢，降低碳密度。
8.向本公司之客戶與供應商發表能源與環境政策，向社會全面推展能源與環保理念。
9.持續關注與掌握國內外能源政策與溫室氣體減排之法規發展趨勢。
在推動本公司永續發展理念及能源環境政策時，同時將環境保護及節能減碳的議題，含括整個供應鏈及團隊對於社會責任的承擔與貢獻，並持續對供應商做教育訓練的工作。
(二)企業溫室氣體排放量減量目標
持續推動排放減量，目標為主要溫室氣體排放來源之電力使用每年用電密度減少1%，致力達成低污染、低能耗之環境友善政策。
(三)企業溫室氣體排放量減量之預算與計畫
本公司能源管理團隊未來預計針對下列範疇持續提出溫室氣體排放減量計畫 :
1.照明設備節能燈管
2.空壓機系統降低壓縮空氣用量
3.鍋爐廢熱回收
4.空調系統節能
5.改用低碳原材料
6.改用節能設備與電器用品
7.製程參數的節能管理
8.培養員工節能減碳的理念並應用於實際作業
9.裝設太陽能發電系統。
10.鍋爐重油改天然氣。
(四)企業產品或服務帶給客戶或消費者之減碳效果
本公司生產之輸送帶相關產品雖非終端產品，但透過支持溫室氣體排放減量計畫，除善盡自身地球公民責任之外，亦支持客戶低碳產品之發展，形成低碳產業鏈。
"
1111005,110,2115,六暉-KY,,,N,,,N,,,N,,,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
本公司對於氣候變遷所造成的潛在風險與機會持續關注相關信息，並不定期的討論相關因應措施，
如何減少和改善有害氣體的產生等以降低對大氣的損害。
(二)企業溫室氣體排放量減量目標
評估規劃中
(三)企業溫室氣體排放量減量之預算與計畫
評估規劃中
(四)企業產品或服務帶給客戶或消費者之減碳效果
評估規劃中
"
1111005,110,2201,裕隆,2605.0000,裕隆汽車製造(股)公司三義廠區,N,7181.0000,裕隆汽車製造(股)公司三義廠區,N,194.0000,裕隆汽車製造(股)公司三義廠區,N,0.3280,產品,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
公司節能委員會將持續以節能九步驟來推進各項節能減碳目標。
(二)企業溫室氣體排放量減量目標
以每年度低減2%作為企業溫室氣體排放量減量目標。
(三)企業溫室氣體排放量減量之預算與計畫
(1)未來減量的方式持續以低減天然氣用量與用電量。
(2)近10年各個減排專案的設備投資與外部輔導費用，合計約400~700萬元。
(四)企業產品或服務帶給客戶或消費者之減碳效果
(1)與客戶之間傳遞文件已全數電子化，減少紙張列印與傳遞等的碳排。
(2)持續投入電動車的代工製造，減少車輛的石化燃料燃放。
(3)持續投入儲能櫃的代工製造，使再生能源儲存的效益最大化。
(4)積極與台電或民間合格電業洽談綠充儲相關解決方案，以提升台灣整體的能源自主性。
"
1111005,110,2204,中華,7881.5940,組織邊界(楊梅廠、新竹廠),ISO 14064,12932.5540,組織邊界(楊梅廠、新竹廠),ISO 14064,3089142.6750,組織邊界(楊梅廠、新竹廠)外之上下游相關活動,ISO 14064,0.3780,產品,"(一)企業對於因應氣候變遷或溫室氣體管理之策略
致力溫室氣體盤查作業，確實掌握溫室氣體排放狀況，
據以提出減量之可行方案，並依據溫室氣體管理政策執行(如下)：
1.遵行環保法規、客戶要求及其他相關規定。
2.全員參與節能減碳活動。
3.以國際及國內最先進之標準為自我提升之依據。
4.持續推動節能減碳措施。
(二)企業溫室氣體排放量減量目標
1.能源資源管理：
a.符合經濟部規定之指定契約容量電力用戶下，
建置再生能源義務容量10%，並致力推動太陽能發電設備建置。
b.導入廢熱能轉電能系統。每年可帶來438度的發電效益。
2.水資源管理：以裝置省水器材設備、用水監測設備與管理、
製程設備改善等面向推動節水。
3.原物料管理：全面改用Ｒ-134a車用環保冷媒。
4.廢棄物管理：
a.針對可回收性包材進行回收，實現與基準年(2017)減量15%目標。
b.降低廢溶劑處理量，於已設置之廠內溶劑回收設施下，
2021年相較基準年(2017)大幅減量達68.8%。
(三)企業溫室氣體排放量減量之預算與計畫
減量規劃：
1.設置再生 能源發電設備，預估投資金額約 3,700萬元。
2.持續新節能設備系統導入，以減量電能購置並同步減量碳排。
3.廢水處理智慧化監視系統設置，投資金額約150萬元。
4.廠區建立水回收機制，楊梅廠採廢水回收，預期減排量約10,516噸/年；
新竹廠鋁壓鑄製程用水循環再生利用，預期減排量約714噸/年。
5.廢料管理：
a.回收碟盤修復重製，自2015年至2021年底總收回量為15,860個。
b.鋁壓鑄件邊料收集回熔，年約減276.1噸/年。
6.廢棄物管理：與DTAT進行高熱值廢棄物-保麗龍減量改善，
2021年共減少6,191 公斤保麗龍。
(四)企業產品或服務帶給客戶或消費者之減碳效果
為順應市場綠能趨勢與2022年台灣實施之CAFE 油耗新制，
公司將自主研發電動載具及發展混合動力車款，
推出新產品跨入普通重型機車領域市場，
提升競爭力以競逐白牌車市場，
也擬於今年導入混合動力電動貨車，
提升貨車的產品競爭力，
其產品創新發展面及技術精進如下說明：
一、產品創新發展面
(一)短期(一年內)：
1.因應電動車輕量化零件開發，乘用車型零件開發深化熱沖技術。
2.商用車中窗框導入鋁擠形式樣開發，提升窗框防蝕性能。
(二)中期：
1.因應CAFE法令政策，響應政府電動巴士DMIT政策，
並拓展中華車型產品線，
將發展3.5噸等級之油/電共用底盤平台的電動小巴士。
2.二輪新事業部分，除已於2021年量產的EZ1綠牌車型外，
更將發展7KW馬達動力系統的EZ2白牌車型。
持續導入新能源車，提升商用車燃油效率10%。
(三)長期：
1.因應新技術發展積極培養軟、硬體等技術人才與開發經驗，
建立未來自動駕駛仕樣所需的各種自主技術能量。
2.積極與各大專院校進行各項合作研究案。
3.持續導入新能源車，並提升商用車燃油效率20%。
二、技術精進面成效
(一)研發商業用途鋰電：
成功量產iE 125電動機車，電池容量提升，
且快充效能至80%電量補充時間由48分鐘縮短至18分鐘。
(二)提高二輪電車動力系統：
1.完成水冷動力系統研發。
2.最高車速大於每小時100公里。
3.0到100km/hr加速性能為耗時8.6秒。
(三)四輪電車充電槍研發規劃：
1.AC隨車型充電器已開發完成，
DC快充設定朝向各國主流規格前進。
2.廠內完成充電廠域(DC快充)建置。
(四)共通標準充電快充充電系統：
1.實現高速充電、長續航及長壽命特點，為電動機車業界首發。
2.快充營運推動，建立共通充電示範營運。
(五)致冷晶片冷卻系統：
1.應用在電動二輪車上可以快速抑制電池充放電之溫升。
2.提升電池循環壽命，動力輸出不因電池過熱而馬力或車速下降。
3.冷卻系統體積小，提升使用空間優勢。
"
